brand,name,price_pln,cpu,gpu,ram,storage,psu,url,image_url
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 650W, Signum 300 ARGB",6999.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p20255,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9070 XT 16GB, 16GB DDR5, 500GB SSD, 850W, ARX 700 ARGB",6999.0,Ryzen 5 7500F,RX 9070 XT 16GB,16GB DDR5,500GB SSD,850W,"https://sklep.hard-pc.pl/p26442,zestaw-ryzen-5-7500f-rx-9070-xt-16gb-16gb-ddr5-500gb-ssd-850w-arx-700-argb.html",https://sklep.hard-pc.pl/galerie/55/6/obudowa-endorfy-arx-700-argb_55620_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 5700X, RTX 5070 12GB, 32GB DDR4, 1TB SSD, 850W, Hunter 3 ARGB",6999.0,Ryzen 7 5700X,RTX 5070 12GB,32GB DDR4,1TB SSD,850W,"https://sklep.hard-pc.pl/p25424,zestaw-ryzen-7-5700x-rtx-5070-12gb-32gb-ddr4-1tb-ssd-850w-hunter-3-argb.html",https://sklep.hard-pc.pl/galerie/78/2/zestaw-ryzen-5-7600x-rtx-5070_78210_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7800X3D, RTX 5060 TI 16GB, 16GB DDR5, 500GB SSD, 650W, Pano 130R ARGB",6999.0,Ryzen 7 7800X3D,RTX 5060 TI 16GB,16GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22769,zestaw-ryzen-7-7800x3d-rtx-5060-ti-16gb-16gb-ddr5-500gb-ssd-650w-pano-130r-argb.html",https://sklep.hard-pc.pl/galerie/81/6/obudowa-msi-mag-pano-130r-pz_81680_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7800X3D, RTX 5060 TI 16GB, 16GB DDR5, 500GB SSD, 650W, Signum 300 ARGB",6999.0,Ryzen 7 7800X3D,RTX 5060 TI 16GB,16GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22622,zestaw-ryzen-7-7800x3d-rtx-5060-ti-16gb-16gb-ddr5-500gb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500X3D, RX 9060 XT 16GB, 32GB DDR5, 500GB SSD, 650W, PANO 130R ARGB",7029.0,Ryzen 5 7500X3D,RX 9060 XT 16GB,32GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22772,zestaw-ryzen-5-7500x3d-rx-9060-xt-16gb-32gb-ddr5-500gb-ssd-650w-pano-130r-argb.html",https://sklep.hard-pc.pl/galerie/81/6/obudowa-msi-mag-pano-130r-pz_81680_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 750W, Signum 300 ARGB",7049.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,750W,"https://sklep.hard-pc.pl/p26018,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-750w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 8400F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 650W, Signum 300 ARGB",7049.0,Ryzen 5 8400F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p20256,zestaw-ryzen-5-8400f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 9500F, RTX 5070 12GB, 16GB DDR5, 500GB SSD, 650W, Hunter 2",7049.0,Ryzen 5 9500F,RTX 5070 12GB,16GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22788,zestaw-ryzen-5-9500f-rtx-5070-12gb-16gb-ddr5-500gb-ssd-650w-hunter-2.html",https://sklep.hard-pc.pl/galerie/81/7/zestaw-ryzen-5-7500f-rx-9060_81708_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 650W, Signum 300 ARGB",7089.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p21045,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500X3D, RTX 5060 Ti 8GB, 32GB DDR5, 1TB SSD, 850W, Hunter 3 RGB",7089.0,Ryzen 5 7500X3D,RTX 5060 Ti 8GB,32GB DDR5,1TB SSD,850W,"https://sklep.hard-pc.pl/p25419,zestaw-ryzen-5-7500x3d-rtx-5060-ti-8gb-32gb-ddr5-1tb-ssd-850w-hunter-3-rgb.html",https://sklep.hard-pc.pl/galerie/78/2/zestaw-ryzen-5-7600x-rtx-5070_78210_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 750W, Signum 300 ARGB",7099.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,750W,"https://sklep.hard-pc.pl/p26088,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-750w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 650W, Signum 300 ARGB",7109.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p21078,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 650W, Phanteks XT View D-RGB",7139.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p21413,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-650w-phanteks-xt-view-d-rgb.html",https://sklep.hard-pc.pl/galerie/63/0/obudowa-phanteks-xt-view-d-rg_63010_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 650W, ARX 700 ARGB",7149.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p20746,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-650w-arx-700-argb.html",https://sklep.hard-pc.pl/galerie/55/6/obudowa-endorfy-arx-700-argb_55620_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 8400F, RTX 5060 Ti 16GB, 32GB DDR5, 512GB SSD, 650W, CC560",7149.0,Ryzen 5 8400F,RTX 5060 Ti 16GB,32GB DDR5,512GB SSD,650W,"https://sklep.hard-pc.pl/p21381,zestaw-ryzen-5-8400f-rtx-5060-ti-16gb-32gb-ddr5-512gb-ssd-650w-cc560.html",https://sklep.hard-pc.pl/galerie/65/2/obudowa-deepcool-cc560-v2-mid_65227_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RTX 5060 TI 16GB, 32GB DDR5, 500GB SSD, 650W, Hunter 2",7159.0,Ryzen 5 7500F,RTX 5060 TI 16GB,32GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22729,zestaw-ryzen-5-7500f-rtx-5060-ti-16gb-32gb-ddr5-500gb-ssd-650w-hunter-2.html",https://sklep.hard-pc.pl/galerie/81/7/zestaw-ryzen-5-7500f-rx-9060_81708_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 650W, ARX 700 ARGB",7179.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p22435,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-650w-arx-700-argb.html",https://sklep.hard-pc.pl/galerie/55/6/obudowa-endorfy-arx-700-argb_55620_k.jpg
Hard-PC.pl,"Zestaw | Intel Ultra 5 245KF, RTX 5070 12GB, 16GB DDR5, 512GB SSD, 650W, Hunter 2 ARGB",7189.0,Intel Ultra 5 245KF,RTX 5070 12GB,16GB DDR5,512GB SSD,650W,"https://sklep.hard-pc.pl/p22817,zestaw-intel-ultra-5-245kf-rtx-5070-12gb-16gb-ddr5-512gb-ssd-650w-hunter-2-argb.html",https://sklep.hard-pc.pl/galerie/81/7/zestaw-ryzen-5-7500f-rx-9060_81708_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 650W, Exo ARGB",7189.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p21252,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-650w-exo-argb.html",https://sklep.hard-pc.pl/galerie/74/7/obudowa-krux-exo-argb-white_74764_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7700, RX 7700 XT 12GB, 32GB DDR5, 2TB SSD, 850W, Ventum 200 Solid",7189.0,Ryzen 7 7700,RX 7700 XT 12GB,32GB DDR5,2TB SSD,850W,"https://sklep.hard-pc.pl/p19716,zestaw-ryzen-7-7700-rx-7700-xt-12gb-32gb-ddr5-2tb-ssd-850w-ventum-200-solid.html",https://sklep.hard-pc.pl/galerie/52/5/obudowa-endorfy-ventum-200-so_52514_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7600, RX 7700 XT 12GB, 2TB SSD, 32GB DDR5, 650W, MSI 112R",7199.0,Ryzen 5 7600,RX 7700 XT 12GB,32GB DDR5,2TB SSD,650W,"https://sklep.hard-pc.pl/p17035,zestaw-ryzen-5-7600-rx-7700-xt-12gb-2tb-ssd-32gb-ddr5-650w-msi-112r.html",https://sklep.hard-pc.pl/galerie/54/8/obudowa-msi-mag-forge-112r-ar_54834_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 9500F, RTX 5060 Ti 16GB, 32GB DDR5, 750W, Signum 300 ARGB",7199.0,Ryzen 5 9500F,RTX 5060 Ti 16GB,32GB DDR5,,750W,"https://sklep.hard-pc.pl/p26383,zestaw-ryzen-5-9500f-rtx-5060-ti-16gb-32gb-ddr5-750w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7700, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 850W, Night Hunter",7199.0,Ryzen 7 7700,RX 9060 XT 16GB,32GB DDR5,1TB SSD,850W,"https://sklep.hard-pc.pl/p26134,zestaw-ryzen-7-7700-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-850w-night-hunter.html",https://sklep.hard-pc.pl/galerie/76/7/zestaw-ryzen-7-7700-rx-9070-1_76729_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RTX 5070 12GB, 16GB DDR5, 1TB SSD, 650W, Signum 300 ARGB",7209.0,Ryzen 5 7500F,RTX 5070 12GB,16GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p26011,zestaw-ryzen-5-7500f-rtx-5070-12gb-16gb-ddr5-1tb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RTX 5070 12GB, 16GB DDR5, 1TB SSD, 850W, Hunter 2",7249.0,Ryzen 5 7500F,RTX 5070 12GB,16GB DDR5,1TB SSD,850W,"https://sklep.hard-pc.pl/p25440,zestaw-ryzen-5-7500f-rtx-5070-12gb-16gb-ddr5-1tb-ssd-850w-hunter-2.html",https://sklep.hard-pc.pl/galerie/81/7/zestaw-ryzen-5-7500f-rx-9060_81708_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 650W, Exo ARGB",7289.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p20261,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-650w-exo-argb.html",https://sklep.hard-pc.pl/galerie/73/8/obudowa-krux-exo-argb-black_73874_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 1TB SSD, 32GB DDR5, 650W, AG400 WH",7299.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p22452,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-1tb-ssd-32gb-ddr5-650w-ag400-wh.html",https://sklep.hard-pc.pl/galerie/77/5/obudowa-lian-li-vector-v100-r_77533_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 650W, ARX 700 ARGB",7299.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p20895,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-650w-arx-700-argb.html",https://sklep.hard-pc.pl/galerie/55/6/obudowa-endorfy-arx-700-argb_55620_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7800X3D, RTX 5060 8GB, 32GB DDR5, 1TB SSD, 650W, Nadir",7299.0,Ryzen 7 7800X3D,RTX 5060 8GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p19992,zestaw-ryzen-7-7800x3d-rtx-5060-8gb-32gb-ddr5-1tb-ssd-650w-nadir.html",https://sklep.hard-pc.pl/galerie/66/3/zestaw-intel-i5-13400f-rtx-40_66308_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 8400F, RTX 5060 Ti 16GB, 32GB DDR5, 1TB SSD, 650W, Signum 300 ARGB",7309.0,Ryzen 5 8400F,RTX 5060 Ti 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p21044,zestaw-ryzen-5-8400f-rtx-5060-ti-16gb-32gb-ddr5-1tb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 650W, Stellar 5F ARGB",7319.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p21023,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-650w-stellar-5f-argb.html",https://sklep.hard-pc.pl/galerie/74/7/obudowa-modecom-volcano-stell_74745_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 650W, Signum 300 ARGB",7339.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p26419,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RTX 5060 Ti 16GB, 32GB DDR5, 1TB SSD, 650W, CC560 ARGB",7349.0,Ryzen 5 7500F,RTX 5060 Ti 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p20055,zestaw-ryzen-5-7500f-rtx-5060-ti-16gb-32gb-ddr5-1tb-ssd-650w-cc560-argb.html",https://sklep.hard-pc.pl/galerie/65/2/obudowa-deepcool-cc560-argb-v_65247_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7700, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 650W, Signum 300 ARGB",7349.0,Ryzen 7 7700,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p20259,zestaw-ryzen-7-7700-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7800X3D, RX 9060 XT 16GB, 32GB DDR5, 500GB SSD, 650W, Pano 130R ARGB",7349.0,Ryzen 7 7800X3D,RX 9060 XT 16GB,32GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22764,zestaw-ryzen-7-7800x3d-rx-9060-xt-16gb-32gb-ddr5-500gb-ssd-650w-pano-130r-argb.html",https://sklep.hard-pc.pl/galerie/81/6/obudowa-msi-mag-pano-130r-pz_81680_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7500F, RTX 5060 Ti 16GB, 32GB DDR5, 1TB SSD, 650W, Signum 300 ARGB",7349.0,Ryzen 7500F,RTX 5060 Ti 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p19702,zestaw-ryzen-7500f-rtx-5060-ti-16gb-32gb-ddr5-1tb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 650W, Night Hunter",7359.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p20762,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-650w-night-hunter.html",https://sklep.hard-pc.pl/galerie/76/7/zestaw-ryzen-7-7700-rx-9070-1_76729_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500X3D, RTX 5070 12GB, 16GB DDR5, 500GB SSD, 650W, Signum 300 ARGB",7369.0,Ryzen 5 7500X3D,RTX 5070 12GB,16GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22741,zestaw-ryzen-5-7500x3d-rtx-5070-12gb-16gb-ddr5-500gb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7700, RX 9060 XT 16GB, 32GB DDR5, 500GB SSD, 650W, Nadir",7369.0,Ryzen 7 7700,RX 9060 XT 16GB,32GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p21176,zestaw-ryzen-7-7700-rx-9060-xt-16gb-32gb-ddr5-500gb-ssd-650w-nadir.html",https://sklep.hard-pc.pl/galerie/66/3/zestaw-intel-i5-13400f-rtx-40_66308_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 9600X, RTX 5070 12GB, 16GB DDR5, 500GB SSD, 650W, Signum 300 ARGB",7389.0,Ryzen 5 9600X,RTX 5070 12GB,16GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22626,zestaw-ryzen-5-9600x-rtx-5070-12gb-16gb-ddr5-500gb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RTX 5060 Ti 16GB, 32GB DDR5, 1TB SSD, 550W, Signum 300 ARGB",7399.0,Ryzen 5 7500F,RTX 5060 Ti 16GB,32GB DDR5,1TB SSD,550W,"https://sklep.hard-pc.pl/p19827,zestaw-ryzen-5-7500f-rtx-5060-ti-16gb-32gb-ddr5-1tb-ssd-550w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500X3D, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 750W, Signum 300 ARGB",7399.0,Ryzen 5 7500X3D,RX 9060 XT 16GB,32GB DDR5,1TB SSD,750W,"https://sklep.hard-pc.pl/p26056,zestaw-ryzen-5-7500x3d-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-750w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 9500F, RTX 5060 TI 16GB, 32GB DDR5, 500GB SSD, 650W, Hunter 2",7399.0,Ryzen 5 9500F,RTX 5060 TI 16GB,32GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22783,zestaw-ryzen-5-9500f-rtx-5060-ti-16gb-32gb-ddr5-500gb-ssd-650w-hunter-2.html",https://sklep.hard-pc.pl/galerie/81/7/zestaw-ryzen-5-7500f-rx-9060_81708_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 9500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 850W, Signum 300 ARGB",7399.0,Ryzen 5 9500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,850W,"https://sklep.hard-pc.pl/p26074,zestaw-ryzen-5-9500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-850w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7800X3D, RTX 5060 8GB, 32GB DDR5, 1TB SSD, 850W, Pano PZ130R",7399.0,Ryzen 7 7800X3D,RTX 5060 8GB,32GB DDR5,1TB SSD,850W,"https://sklep.hard-pc.pl/p25251,zestaw-ryzen-7-7800x3d-rtx-5060-8gb-32gb-ddr5-1tb-ssd-850w-pano-pz130r.html",https://sklep.hard-pc.pl/galerie/81/6/zestaw-ryzen-9-9950x3d-rx-790_81681_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7800X3D, RTX 5070 12GB, 1TB SSD, 850W, Aquarius 8000",7399.0,Ryzen 7 7800X3D,RTX 5070 12GB,,1TB SSD,850W,"https://sklep.hard-pc.pl/p25528,zestaw-ryzen-7-7800x3d-rtx-5070-12gb-1tb-ssd-850w-aquarius-8000.html",https://sklep.hard-pc.pl/galerie/84/3/zestaw-ryzen-7-9850x3d-rtx-50_84356_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RTX 5060 Ti 16GB, 32GB DDR5, 1TB SSD, 650W, ARX 700 ARGB",7429.0,Ryzen 5 7500F,RTX 5060 Ti 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p20056,zestaw-ryzen-5-7500f-rtx-5060-ti-16gb-32gb-ddr5-1tb-ssd-650w-arx-700-argb.html",https://sklep.hard-pc.pl/galerie/55/6/obudowa-endorfy-arx-700-argb_55620_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 5800X, RTX 5070 12GB, 32GB DDR4, 1TB SSD, 600W, Signum 300 ARGB",7439.0,Ryzen 7 5800X,RTX 5070 12GB,32GB DDR4,1TB SSD,600W,"https://sklep.hard-pc.pl/p25265,zestaw-ryzen-7-5800x-rtx-5070-12gb-32gb-ddr4-1tb-ssd-600w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 650W, Diaxid 605F",7449.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p21200,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-650w-diaxid-605f.html",https://sklep.hard-pc.pl/galerie/68/1/obudowa-genesis-diaxid-605f-t_68126_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7700, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 650W, Night Hunter",7449.0,Ryzen 7 7700,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p21326,zestaw-ryzen-7-7700-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-650w-night-hunter.html",https://sklep.hard-pc.pl/galerie/76/7/zestaw-ryzen-7-7700-rx-9070-1_76729_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7800X3D, RTX 5060 8GB, 1TB SSD, 32GB DDR5, 850W, Depcool CC560",7449.0,Ryzen 7 7800X3D,RTX 5060 8GB,32GB DDR5,1TB SSD,850W,"https://sklep.hard-pc.pl/p21212,zestaw-ryzen-7-7800x3d-rtx-5060-8gb-1tb-ssd-32gb-ddr5-850w-depcool-cc560.html",https://sklep.hard-pc.pl/galerie/65/2/obudowa-deepcool-cc560-v2-mid_65227_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 8400F, RTX 5060 Ti 16GB, 32GB DDR5, 1000GB SSD, 650W, Stellar 5F ARGB White",7469.0,Ryzen 5 8400F,RTX 5060 Ti 16GB,32GB DDR5,1000GB SSD,650W,"https://sklep.hard-pc.pl/p20371,zestaw-ryzen-5-8400f-rtx-5060-ti-16gb-32gb-ddr5-1000gb-ssd-650w-stellar-5f-argb-white.html",https://sklep.hard-pc.pl/galerie/74/7/obudowa-modecom-volcano-stell_74759_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9070 16GB, 32GB DDR5, 1TB SSD, 850W, Nadir",7499.0,Ryzen 5 7500F,RX 9070 16GB,32GB DDR5,1TB SSD,850W,"https://sklep.hard-pc.pl/p19237,zestaw-ryzen-5-7500f-rx-9070-16gb-32gb-ddr5-1tb-ssd-850w-nadir.html",https://sklep.hard-pc.pl/galerie/66/3/zestaw-intel-i5-13400f-rtx-40_66308_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500X3D, RX 9070 16GB, 16GB DDR5, 1TB SSD, 850W, V100R",7499.0,Ryzen 5 7500X3D,RX 9070 16GB,16GB DDR5,1TB SSD,850W,"https://sklep.hard-pc.pl/p26445,zestaw-ryzen-5-7500x3d-rx-9070-16gb-16gb-ddr5-1tb-ssd-850w-v100r.html",https://sklep.hard-pc.pl/galerie/77/5/obudowa-lian-li-vector-v100-r_77525_k.jpg
