brand,name,price_pln,cpu,gpu,ram,storage,psu,url,image_url
Hard-PC.pl,"Zestaw | Ryzen 5 5600, RTX 5070 12GB, 16GB DDR4, 500GB SSD, 650W, Signum 300 ARGB",6319.0,Ryzen 5 5600,RTX 5070 12GB,16GB DDR4,500GB SSD,650W,"https://sklep.hard-pc.pl/p19867,zestaw-ryzen-5-5600-rtx-5070-12gb-16gb-ddr4-500gb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 5600, RTX 5060 TI 16GB, 32GB DDR4, 1TB SSD, 600W, Signum 300 ARGB",6349.0,Ryzen 5 5600,RTX 5060 TI 16GB,32GB DDR4,1TB SSD,600W,"https://sklep.hard-pc.pl/p20389,zestaw-ryzen-5-5600-rtx-5060-ti-16gb-32gb-ddr4-1tb-ssd-600w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7800X3D, RX 9060 XT 16GB, 16GB DDR5, 500GB SSD, 650W, Pano 130R ARGB",6349.0,Ryzen 7 7800X3D,RX 9060 XT 16GB,16GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22768,zestaw-ryzen-7-7800x3d-rx-9060-xt-16gb-16gb-ddr5-500gb-ssd-650w-pano-130r-argb.html",https://sklep.hard-pc.pl/galerie/81/6/obudowa-msi-mag-pano-130r-pz_81680_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7800X3D, RTX 5060 TI 8GB, 16GB DDR5, 1TB SSD, 650W, PANO 130R",6359.0,Ryzen 7 7800X3D,RTX 5060 TI 8GB,16GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p26343,zestaw-ryzen-7-7800x3d-rtx-5060-ti-8gb-16gb-ddr5-1tb-ssd-650w-pano-130r.html",https://sklep.hard-pc.pl/galerie/86/7/zestaw-ryzen-5-9600x-rtx-5070_86768_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RTX 5060 8GB, 32GB DDR5, 1000GB SSD, 650W, Signum 300 ARGB",6369.0,Ryzen 5 7500F,RTX 5060 8GB,32GB DDR5,1000GB SSD,650W,"https://sklep.hard-pc.pl/p20991,zestaw-ryzen-5-7500f-rtx-5060-8gb-32gb-ddr5-1000gb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 5600, RTX 5060 TI 16GB, 32GB DDR4, 1TB SSD, 600W, Signum 300 ARGB",6379.0,Ryzen 5 5600,RTX 5060 TI 16GB,32GB DDR4,1TB SSD,600W,"https://sklep.hard-pc.pl/p22433,zestaw-ryzen-5-5600-rtx-5060-ti-16gb-32gb-ddr4-1tb-ssd-600w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7800X3D, RTX 5060 TI 8GB, 16GB DDR5, 500GB SSD, 850W, Pano PZ130R",6379.0,Ryzen 7 7800X3D,RTX 5060 TI 8GB,16GB DDR5,500GB SSD,850W,"https://sklep.hard-pc.pl/p25249,zestaw-ryzen-7-7800x3d-rtx-5060-ti-8gb-16gb-ddr5-500gb-ssd-850w-pano-pz130r.html",https://sklep.hard-pc.pl/galerie/81/6/zestaw-ryzen-9-9950x3d-rx-790_81681_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 9500F, RTX 5060 Ti 8GB, 16GB DDR5, 1TB SSD, 650W, P30 ARGB",6389.0,Ryzen 5 9500F,RTX 5060 Ti 8GB,16GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p25457,zestaw-ryzen-5-9500f-rtx-5060-ti-8gb-16gb-ddr5-1tb-ssd-650w-p30-argb.html",https://sklep.hard-pc.pl/galerie/87/0/zestaw-ryzen-5-7500f-rtx-5060_87076_k.jpg
Hard-PC.pl,"Zestaw | Intel i5 12400F, RTX 5070 12GB, 16GB DDR4, 500GB SSD, 650W, Signum 300 ARGB",6399.0,Intel i5 12400F,RTX 5070 12GB,16GB DDR4,500GB SSD,650W,"https://sklep.hard-pc.pl/p20651,zestaw-intel-i5-12400f-rtx-5070-12gb-16gb-ddr4-500gb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 5600, RTX 5060 TI 16GB, 32GB DDR4, 1TB SSD, 600W, Exo ARGB",6399.0,Ryzen 5 5600,RTX 5060 TI 16GB,32GB DDR4,1TB SSD,600W,"https://sklep.hard-pc.pl/p20398,zestaw-ryzen-5-5600-rtx-5060-ti-16gb-32gb-ddr4-1tb-ssd-600w-exo-argb.html",https://sklep.hard-pc.pl/galerie/73/8/obudowa-krux-exo-argb-black_73874_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 9600X, RTX 5060 8GB, 32GB DDR5, 1000GB SSD, 650W, Signum 300 ARGB",6399.0,Ryzen 5 9600X,RTX 5060 8GB,32GB DDR5,1000GB SSD,650W,"https://sklep.hard-pc.pl/p20992,zestaw-ryzen-5-9600x-rtx-5060-8gb-32gb-ddr5-1000gb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 5700X, RTX 5070 12GB, 16GB DDR4, 500GB SSD, 650W, 130R PZ ARGB",6399.0,Ryzen 7 5700X,RTX 5070 12GB,16GB DDR4,500GB SSD,650W,"https://sklep.hard-pc.pl/p22725,zestaw-ryzen-7-5700x-rtx-5070-12gb-16gb-ddr4-500gb-ssd-650w-130r-pz-argb.html",https://sklep.hard-pc.pl/galerie/81/6/obudowa-msi-mag-pano-130r-pz_81680_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 5800X, RX 9060 XT 16GB, 32GB DDR4, 1TB SSD, 850W, Signum 300 ARGB",6399.0,Ryzen 7 5800X,RX 9060 XT 16GB,32GB DDR4,1TB SSD,850W,"https://sklep.hard-pc.pl/p26451,zestaw-ryzen-7-5800x-rx-9060-xt-16gb-32gb-ddr4-1tb-ssd-850w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500X3D, RX 9060 XT 16GB, 16GB DDR5, 1TB SSD, 750w, Night Hunter",6438.0,Ryzen 5 7500X3D,RX 9060 XT 16GB,16GB DDR5,1TB SSD,750W,"https://sklep.hard-pc.pl/p26207,zestaw-ryzen-5-7500x3d-rx-9060-xt-16gb-16gb-ddr5-1tb-ssd-750w-night-hunter.html",https://sklep.hard-pc.pl/galerie/76/7/zestaw-ryzen-7-7700-rx-9070-1_76729_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RTX 5060 8GB, 32GB DDR5, 1TB SSD, 850W, Hunter 3",6439.0,Ryzen 5 7500F,RTX 5060 8GB,32GB DDR5,1TB SSD,850W,"https://sklep.hard-pc.pl/p20880,zestaw-ryzen-5-7500f-rtx-5060-8gb-32gb-ddr5-1tb-ssd-850w-hunter-3.html",https://sklep.hard-pc.pl/galerie/78/2/zestaw-ryzen-5-7600x-rtx-5070_78210_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 9500F, RTX 5060 TI 16GB, 16GB DDR5, 500GB SSD, 650W, Hunter 2",6449.0,Ryzen 5 9500F,RTX 5060 TI 16GB,16GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22787,zestaw-ryzen-5-9500f-rtx-5060-ti-16gb-16gb-ddr5-500gb-ssd-650w-hunter-2.html",https://sklep.hard-pc.pl/galerie/81/7/zestaw-ryzen-5-7500f-rx-9060_81708_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 5700X, RTX 5070 12GB, 16GB DDR4, 500GB SSD, 650W, ARX 700 ARGB",6499.0,Ryzen 7 5700X,RTX 5070 12GB,16GB DDR4,500GB SSD,650W,"https://sklep.hard-pc.pl/p22606,zestaw-ryzen-7-5700x-rtx-5070-12gb-16gb-ddr4-500gb-ssd-650w-arx-700-argb.html",https://sklep.hard-pc.pl/galerie/55/6/obudowa-endorfy-arx-700-argb_55620_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7500F, RTX 5060 Ti 8GB, 32GB DDR5, 1TB SSD, 650W, Signum 300 ARGB",6499.0,Ryzen 7500F,RTX 5060 Ti 8GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p19691,zestaw-ryzen-7500f-rtx-5060-ti-8gb-32gb-ddr5-1tb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 8400F, RTX 5060 8GB, 32GB DDR5, 1000GB SSD, 650W, Stellar 5F ARGB White",6513.0,Ryzen 5 8400F,RTX 5060 8GB,32GB DDR5,1000GB SSD,650W,"https://sklep.hard-pc.pl/p22593,zestaw-ryzen-5-8400f-rtx-5060-8gb-32gb-ddr5-1000gb-ssd-650w-stellar-5f-argb-white.html",https://sklep.hard-pc.pl/galerie/74/7/obudowa-modecom-volcano-stell_74759_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RTX 5060 8GB, 32GB DDR5, 1TB SSD, 850W, Pano PZ130R",6519.0,Ryzen 5 7500F,RTX 5060 8GB,32GB DDR5,1TB SSD,850W,"https://sklep.hard-pc.pl/p25254,zestaw-ryzen-5-7500f-rtx-5060-8gb-32gb-ddr5-1tb-ssd-850w-pano-pz130r.html",https://sklep.hard-pc.pl/galerie/81/6/zestaw-ryzen-9-9950x3d-rx-790_81681_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 500GB SSD, 650W, Hunter 2",6549.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22728,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-500gb-ssd-650w-hunter-2.html",https://sklep.hard-pc.pl/galerie/81/7/zestaw-ryzen-5-7500f-rx-9060_81708_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7800X3D, RTX 5060 8GB, 32GB DDR5, 500GB SSD, 650W, Hunter 2",6549.0,Ryzen 7 7800X3D,RTX 5060 8GB,32GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22755,zestaw-ryzen-7-7800x3d-rtx-5060-8gb-32gb-ddr5-500gb-ssd-650w-hunter-2.html",https://sklep.hard-pc.pl/galerie/81/7/zestaw-ryzen-5-7500f-rx-9060_81708_k.jpg
Hard-PC.pl,"Zestaw | Intel Ultra 5 225F, RTX 5060 8GB, 32GB DDR5, 1TB SSD, 850W, Nadir",6559.0,Intel Ultra 5 225F,RTX 5060 8GB,32GB DDR5,1TB SSD,850W,"https://sklep.hard-pc.pl/p19423,zestaw-intel-ultra-5-225f-rtx-5060-8gb-32gb-ddr5-1tb-ssd-850w-nadir.html",https://sklep.hard-pc.pl/galerie/66/3/zestaw-intel-i5-13400f-rtx-40_66308_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500X3D, RX 9060 XT 16GB, 16GB DDR5, 1TB SSD, 850W, Vako",6579.0,Ryzen 5 7500X3D,RX 9060 XT 16GB,16GB DDR5,1TB SSD,850W,"https://sklep.hard-pc.pl/p25433,zestaw-ryzen-5-7500x3d-rx-9060-xt-16gb-16gb-ddr5-1tb-ssd-850w-vako.html",https://sklep.hard-pc.pl/galerie/84/2/zestaw-ryzen-5-7500x3d-rx-906_84249_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 750W, Signum 300 ARGB",6599.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,750W,"https://sklep.hard-pc.pl/p26413,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-750w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7800X3D, RTX 5060 8GB, 32GB DDR5, 500GB SSD, 650W, Pano 130R ARGB",6649.0,Ryzen 7 7800X3D,RTX 5060 8GB,32GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22763,zestaw-ryzen-7-7800x3d-rtx-5060-8gb-32gb-ddr5-500gb-ssd-650w-pano-130r-argb.html",https://sklep.hard-pc.pl/galerie/81/6/obudowa-msi-mag-pano-130r-pz_81680_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7800X3D, RTX 5050 8GB, 32GB DDR5, 1TB SSD, 600W, Signum 300 ARGB",6659.0,Ryzen 7 7800X3D,RTX 5050 8GB,32GB DDR5,1TB SSD,600W,"https://sklep.hard-pc.pl/p21155,zestaw-ryzen-7-7800x3d-rtx-5050-8gb-32gb-ddr5-1tb-ssd-600w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500X3D, RTX 5060 TI 16GB, 16GB DDR5, 500GB SSD, 650W, Signum 300 ARGB",6679.0,Ryzen 5 7500X3D,RTX 5060 TI 16GB,16GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22739,zestaw-ryzen-5-7500x3d-rtx-5060-ti-16gb-16gb-ddr5-500gb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7700, RTX 5060 Ti 8GB, 32GB DDR5, 1TB SSD, 650W, Signum 300 ARGB",6689.0,Ryzen 7 7700,RTX 5060 Ti 8GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p19692,zestaw-ryzen-7-7700-rtx-5060-ti-8gb-32gb-ddr5-1tb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 5800X, RX 9070 16GB, 32GB DDR4, 1TB SSD, 850W, Signum 300 ARGB",6699.0,Ryzen 7 5800X,RX 9070 16GB,32GB DDR4,1TB SSD,850W,"https://sklep.hard-pc.pl/p25266,zestaw-ryzen-7-5800x-rx-9070-16gb-32gb-ddr4-1tb-ssd-850w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RTX 5060 TI 8GB, 32GB DDR5, 1TB SSD, 850W, Pano PZ130R",6729.0,Ryzen 5 7500F,RTX 5060 TI 8GB,32GB DDR5,1TB SSD,850W,"https://sklep.hard-pc.pl/p25255,zestaw-ryzen-5-7500f-rtx-5060-ti-8gb-32gb-ddr5-1tb-ssd-850w-pano-pz130r.html",https://sklep.hard-pc.pl/galerie/85/2/zestaw-ryzen-5-7500f-rtx-5060_85275_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7800X3D, RX 9060 XT 16GB, 16GB DDR5, 500GB SSD, 650W, Signum 300 ARGB",6729.0,Ryzen 7 7800X3D,RX 9060 XT 16GB,16GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22623,zestaw-ryzen-7-7800x3d-rx-9060-xt-16gb-16gb-ddr5-500gb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RTX 5060 TI 8GB, 32GB DDR5, 1000GB SSD, 850W, Pano 130 ARGB",6749.0,Ryzen 5 7500F,RTX 5060 TI 8GB,32GB DDR5,1000GB SSD,850W,"https://sklep.hard-pc.pl/p26328,zestaw-ryzen-5-7500f-rtx-5060-ti-8gb-32gb-ddr5-1000gb-ssd-850w-pano-130-argb.html",https://sklep.hard-pc.pl/galerie/81/6/zestaw-ryzen-9-9950x3d-rx-790_81681_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 9600X, RTX 5060 8GB, 32GB DDR5, 1TB SSD, 750W, Breeze ARGB",6759.0,Ryzen 5 9600X,RTX 5060 8GB,32GB DDR5,1TB SSD,750W,"https://sklep.hard-pc.pl/p26013,zestaw-ryzen-5-9600x-rtx-5060-8gb-32gb-ddr5-1tb-ssd-750w-breeze-argb.html",https://sklep.hard-pc.pl/galerie/62/8/obudowa-modecom-breeze-argb-f_62845_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500X3D, RTX 5060 TI 16GB, 16GB DDR5, 500GB SSD, 650W, Fornax 4000 ARGB",6769.0,Ryzen 5 7500X3D,RTX 5060 TI 16GB,16GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p26211,zestaw-ryzen-5-7500x3d-rtx-5060-ti-16gb-16gb-ddr5-500gb-ssd-650w-fornax-4000-argb.html",https://sklep.hard-pc.pl/galerie/86/5/zestaw-ryzen-7-5700x-rtx-5060_86567_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500X3D, RTX 5060 TI 16GB, 16GB DDR5, 500GB SSD, 650W, Pano 130R ARGB",6779.0,Ryzen 5 7500X3D,RTX 5060 TI 16GB,16GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22846,zestaw-ryzen-5-7500x3d-rtx-5060-ti-16gb-16gb-ddr5-500gb-ssd-650w-pano-130r-argb.html",https://sklep.hard-pc.pl/galerie/81/6/obudowa-msi-mag-pano-130r-pz_81680_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 8400F, RX 9060 XT 16GB , 32GB DDR5, 1TB SSD, 650W, Signum 300 ARGB",6779.0,Ryzen 5 8400F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p20665,zestaw-ryzen-5-8400f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 5800X, RTX 5060 Ti 16GB, 32GB DDR4, 1TB SSD, 600W, Signum 300 ARGB",6789.0,Ryzen 7 5800X,RTX 5060 Ti 16GB,32GB DDR4,1TB SSD,600W,"https://sklep.hard-pc.pl/p25264,zestaw-ryzen-7-5800x-rtx-5060-ti-16gb-32gb-ddr4-1tb-ssd-600w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 500GB SSD, 650W, Hunter 2",6849.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22639,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-500gb-ssd-650w-hunter-2.html",https://sklep.hard-pc.pl/galerie/81/7/zestaw-ryzen-5-7500f-rx-9060_81708_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 8400F, RTX 5070 12GB, 16GB DDR5, 1TB SSD, 700W, Signum 300 ARGB",6849.0,Ryzen 5 8400F,RTX 5070 12GB,16GB DDR5,1TB SSD,700W,"https://sklep.hard-pc.pl/p25294,zestaw-ryzen-5-8400f-rtx-5070-12gb-16gb-ddr5-1tb-ssd-700w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 9500F, RX 9060 XT 16GB, 32GB DDR5, 500GB SSD, 650W, Hunter 2",6849.0,Ryzen 5 9500F,RX 9060 XT 16GB,32GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22782,zestaw-ryzen-5-9500f-rx-9060-xt-16gb-32gb-ddr5-500gb-ssd-650w-hunter-2.html",https://sklep.hard-pc.pl/galerie/81/7/zestaw-ryzen-5-7500f-rx-9060_81708_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RTX 5060 Ti 8GB, 32GB DDR5, 1TB SSD, 850W, Pano 130 ARGB",6859.0,Ryzen 5 7500F,RTX 5060 Ti 8GB,32GB DDR5,1TB SSD,850W,"https://sklep.hard-pc.pl/p25443,zestaw-ryzen-5-7500f-rtx-5060-ti-8gb-32gb-ddr5-1tb-ssd-850w-pano-130-argb.html",https://sklep.hard-pc.pl/galerie/81/6/zestaw-ryzen-9-9950x3d-rx-790_81681_k.jpg
Hard-PC.pl,"Zestaw Redragon | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 850W, GC 623 ARGB",6889.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,850W,"https://sklep.hard-pc.pl/p25991,zestaw-redragon-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-850w-gc-623-argb.html",https://sklep.hard-pc.pl/galerie/78/0/obudowa-redragon-gc-623-pro-e_78076_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 750W, EXO ARGB",6899.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,750W,"https://sklep.hard-pc.pl/p26065,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-750w-exo-argb.html",https://sklep.hard-pc.pl/galerie/73/8/obudowa-krux-exo-argb-black_73874_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 8400F, RX 9060 XT 16GB , 32GB DDR5, 1TB SSD, 650W, Signum 300 ARGB",6899.0,Ryzen 5 8400F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p26189,zestaw-ryzen-5-8400f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RTX 5070 12GB, 16GB DDR5, 500GB SSD, 650W, Hunter 2",6909.0,Ryzen 5 7500F,RTX 5070 12GB,16GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22734,zestaw-ryzen-5-7500f-rtx-5070-12gb-16gb-ddr5-500gb-ssd-650w-hunter-2.html",https://sklep.hard-pc.pl/galerie/85/0/zestaw-ryzen-5-7500f-rtx-5070_85081_k.jpg
Hard-PC.pl,"Zestaw Redragon | Ryzen 5 7500F, RTX 5060 Ti 8GB, 32GB DDR5, 1TB SSD, 850W, GC 625 ARGB",6919.0,Ryzen 5 7500F,RTX 5060 Ti 8GB,32GB DDR5,1TB SSD,850W,"https://sklep.hard-pc.pl/p25994,zestaw-redragon-ryzen-5-7500f-rtx-5060-ti-8gb-32gb-ddr5-1tb-ssd-850w-gc-625-argb.html",https://sklep.hard-pc.pl/galerie/78/0/obudowa-redragon-gc-625-pro-v_78077_k.jpg
Hard-PC.pl,"Zestaw Redragon | Ryzen 7500F, RTX 5060 Ti 8GB, 32GB DDR5, 1TB SSD, 850W, GC 623 Evo ARGB",6919.0,Ryzen 7500F,RTX 5060 Ti 8GB,32GB DDR5,1TB SSD,850W,"https://sklep.hard-pc.pl/p25986,zestaw-redragon-ryzen-7500f-rtx-5060-ti-8gb-32gb-ddr5-1tb-ssd-850w-gc-623-evo-argb.html",https://sklep.hard-pc.pl/galerie/78/0/obudowa-redragon-gc-623-pro-e_78076_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500X3D, RX 9060 XT 16GB, 32GB DDR5, 500GB SSD, 650W, Signum 300 ARGB",6919.0,Ryzen 5 7500X3D,RX 9060 XT 16GB,32GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22745,zestaw-ryzen-5-7500x3d-rx-9060-xt-16gb-32gb-ddr5-500gb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw Redragon | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 850W, GC 625 ARGB",6939.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,850W,"https://sklep.hard-pc.pl/p25999,zestaw-redragon-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-850w-gc-625-argb.html",https://sklep.hard-pc.pl/galerie/78/0/obudowa-redragon-gc-625-pro-v_78077_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 7500F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 850W, CC560 ARGB",6949.0,Ryzen 5 7500F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,850W,"https://sklep.hard-pc.pl/p25530,zestaw-ryzen-5-7500f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-850w-cc560-argb.html",https://sklep.hard-pc.pl/galerie/65/2/obudowa-deepcool-cc560-argb-v_65247_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 8400F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 650W, Exo ARGB",6949.0,Ryzen 5 8400F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p20262,zestaw-ryzen-5-8400f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-650w-exo-argb.html",https://sklep.hard-pc.pl/galerie/73/8/obudowa-krux-exo-argb-black_73874_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 5 8400F, RX 9060 XT 16GB, 32GB DDR5, 1TB SSD, 650W, Signum 300 ARGB",6949.0,Ryzen 5 8400F,RX 9060 XT 16GB,32GB DDR5,1TB SSD,650W,"https://sklep.hard-pc.pl/p20666,zestaw-ryzen-5-8400f-rx-9060-xt-16gb-32gb-ddr5-1tb-ssd-650w-signum-300-argb.html",https://sklep.hard-pc.pl/galerie/50/8/obudowa-endorfy-signum-300-ar_50864_k.jpg
Hard-PC.pl,"Zestaw | Ryzen 7 7800X3D, RTX 5060 TI 16GB, 16GB DDR5, 500GB SSD, 650W, Hunter 2",6949.0,Ryzen 7 7800X3D,RTX 5060 TI 16GB,16GB DDR5,500GB SSD,650W,"https://sklep.hard-pc.pl/p22761,zestaw-ryzen-7-7800x3d-rtx-5060-ti-16gb-16gb-ddr5-500gb-ssd-650w-hunter-2.html",https://sklep.hard-pc.pl/galerie/81/7/zestaw-ryzen-5-7500f-rx-9060_81708_k.jpg
Hard-PC.pl,"Zestaw | Intel Ultra 5 250KF Plus, RTX 5060 Ti 8GB, 16GB DDR5, 500GB SSD, 850W, Pano 130 ARGB",6999.0,Intel Ultra 5 250KF Plus,RTX 5060 Ti 8GB,16GB DDR5,500GB SSD,850W,"https://sklep.hard-pc.pl/p24429,zestaw-intel-ultra-5-250kf-plus-rtx-5060-ti-8gb-16gb-ddr5-500gb-ssd-850w-pano-130-argb.html",https://sklep.hard-pc.pl/galerie/81/6/zestaw-ryzen-9-9950x3d-rx-790_81681_k.jpg
